text@ms1999m	@ms1999m	183.899	184.81	Сейчас этот ролик закрыт/
text@ms1999m	@ms1999m	185.683	189.067	Потому что/ э/ да/ это почти компромат на самом деле//
text@ms1999m	@ms1999m	190.841	192.589	Э с трудом и болью//
text@ms1999m	@ms1999m	192.629	192.937	ааа
text@ms1999m	@ms1999m	193.017	194.58	При этом/ у меня есть болезнь/
text@ms1999m	@ms1999m	194.589	198.441	У меня никогда мои хорошие цифры на канале/ не совпадают с какими-то другими датами//
text@ms1999m	@ms1999m	203.873	211.905	Ну/ на самом деле самая страшная история здесь что каким бы ты самокритичным не был/ когда/ они вот сидят и не понимают почему ко мне не идут люди/
text@ms1999m	@ms1999m	212.219	215.879	Если/ их вот уже будучи успешными спросить про этот этап/
text@ms1999m	@ms1999m	216.13	218.319	Они скорее всего скажут ну/ контент был херня//
text@ms1999m	@ms1999m	218.47	221.141	То есть/ я просто после этого вырос/ мой контент стал лучше/
text@ms1999m	@ms1999m	221.498	221.75	ааа
text@ms1999m	@ms1999m	221.774	222.952	И вот меня начали смотреть
text@ms1999m	@ms1999m	222.999	224.926	И это можно заметить почти вот с любыми/
text@ms1999m	@ms1999m	225.23	226.758	Кроме каких-нибудь там этих/
text@ms1999m	@ms1999m	226.931	228.847	Буквально недавно увидел Страшная вещь/
text@ms1999m	@ms1999m	229.106	230.86	Дымоход поясни за шмот//
text@ms1999m	@ms1999m	234.073	236.785	Вот это вот Вот они вообще не растут их это не беспокоит/
text@ms1999m	@ms1999m	236.994	240.141	Но все остальные как правило к моменту когда становятся популярными у них просто контент дорос//
text@ms1999m	@ms1999m	242.284	242.891	Да полная//
text@ms1999m	@ms1999m	242.958	244.031	Но это уже не комедия/
text@ms1999m	@ms1999m	244.715	247.429	То есть его/ сисько-пердельные принципы/ уже не сработают//
text@ms1999m	@ms1999m	249.821	255.97	Они подписывались очень медленно/ сложно и по мм... мере улучшения херни/ увеличивалось количество человек//
text@ms1999m	@ms1999m	265.593	267.889	Более того/ ээ они будут это делать/
text@ms1999m	@ms1999m	268.046	272.114	И как раз таки/ это и определяет/ будет ли человек блоггером/ или нет/
text@ms1999m	@ms1999m	272.533	274.821	Потому что/ мм... мы это не особо осознаем/
text@ms1999m	@ms1999m	275.162	280.586	Но/ по сути/ выйти в интернет/ это то же самое/ что/ начать просто орать на улице//
text@ms1999m	@ms1999m	280.868	283.721	То есть каждый человек прям щас может выйти допустим в Москве на Арбат/
text@ms1999m	@ms1999m	284.176	286.103	И начать любую свою телегу//
text@ms1999m	@ms1999m	286.456	288.006	Если ты будешь орать на улице/
text@ms1999m	@ms1999m	288.501	289.93	То будут люди которые такие/
text@ms1999m	@ms1999m	290.298	294.387	Господи какой ты дебил/ уходи отсюда И прям будут кидать на тебя неприятные взгляды/
text@ms1999m	@ms1999m	294.711	295.973	И ты будешь всё это с трудом переживать/
text@ms1999m	@ms1999m	296.172	299.366	А будут люди которые такие да интересно и может тебе кинут немножко мелочёвки//
text@ms1999m	@ms1999m	299.821	306.364	И/ как раз таки/ эээ я знаю огромное количество людей/ которые разбираются и в кино/ и в искусстве гораздо лучше чем я//
text@ms1999m	@ms1999m	311.831	316.92	Настолько лучше что я с ними говорю/ и мне становится стыдно за то что/ это я блоггер/ а не они//
text@ms1999m	@ms1999m	317.329	321.209	Но они не готовы к тому что на них вот будут с площади смотреть и говорить ты мудозвон//
text@ms1999m	@ms1999m	321.496	323.067	А по сути это и есть публичная деятельность//
text@ms1999m	@ms1999m	326.255	330.506	Да и более того/ ммм именно эти грубые комментарии возможно и сделали мой контент//
text@ms1999m	@ms1999m	334.458	334.859	эээ
text@ms1999m	@ms1999m	334.861	335.164	Нет/
text@ms1999m	@ms1999m	335.254	335.529	эээ
text@ms1999m	@ms1999m	335.573	338.051	Просто/ некоторые бывают прям смешные/
text@ms1999m	@ms1999m	338.274	340.696	А те что/ задевают/ они как правило/
text@ms1999m	@ms1999m	341.151	342.739	Такого рода/ что ты просто/
text@ms1999m	@ms1999m	343.127	344.042	Блин/ то есть ты
text@ms1999m	@ms1999m	344.273	347.426	Просыпаешься в какой-то момент с утра или идешь в метро у тебя хорошее настроение/
text@ms1999m	@ms1999m	347.753	350.534	И тут тебе пишут что ты мразь и разговаривать не умеешь
text@ms1999m	@ms1999m	350.567	351.529	Или вот чё-то такое//
text@ms1999m	@ms1999m	351.785	352.847	Иногда пишут штуки/
text@ms1999m	@ms1999m	353.198	355.829	В духе /у тебя вышел хороший ролик и чувак пишет/
text@ms1999m	@ms1999m	356.197	356.586	Ой/
text@ms1999m	@ms1999m	356.857	360.298	А в этом ролике/ не было классческого э через каждое слово//
text@ms1999m	@ms1999m	360.635	363.819	И ты не понимаешь это вообще комплимент или как или как это воспринимать//
text@ms1999m	@ms1999m	364.326	368.454	И просто когда это становится много/ эээ это/ эээ просто что-то типа жужжания мухи/
text@ms1999m	@ms1999m	368.691	372.829	Но при этом я не считаю нужным закрывать комменты или личку потому что ну/ опять же я ору на Арбате//
text@ms1999m	@ms1999m	378.262	380.251	На самом деле/ у меня есть заметка/
text@ms1999m	@ms1999m	380.672	381.952	С кучей разных идей/
text@ms1999m	@ms1999m	382.048	384.734	Которые мне приходят в совершенно хаотичное время
text@ms1999m	@ms1999m	384.79	385.596	И это та штука/
text@ms1999m	@ms1999m	385.926	389.067	Которую я бы порекоммендовал аболютно каждому творческому человеку//
text@yg1996f	@yg1996f	79.426	84.229	Миша/ ммм я сегодня должна разузнать у тебя все секреты блоггерства// Ты готов ими поделиться?
text@yg1996f	@yg1996f	87.014	88.91	У тебя еще есть время пока мы будем монтировать//
text@yg1996f	@yg1996f	89.32	91.248	Расскажи как ты начал вести свой ютуб канал//
text@yg1996f	@yg1996f	185.398	186.93	Потому что ты так больше не думаешь//
text@yg1996f	@yg1996f	189.372	190.809	А как ты набирал первую аудиторию?
text@yg1996f	@yg1996f	198.788	203.836	Ну ты/ то есть просто органически это делаешь выпускаешь видосы на них приходит какая-то аудитория или ты где-то продвигаешь?
text@yg1996f	@yg1996f	240.323	242.292	Так/ значит у тебя тоже контент поначалу был херня?
text@yg1996f	@yg1996f	247.75	249.792	И почему на эту херню лю... люди подписывались?
text@yg1996f	@yg1996f	256.219	259.952	Слушай/ я часто слышу от людей/ которые хотят/ ааа начать вести блог/
text@yg1996f	@yg1996f	260.386	265.426	Они/ боятся что их будут осуждать знакомые/ что кто-то узнает начнет подшучивать У тебя было такое?
text@yg1996f	@yg1996f	299.821	306.364	нарратив
text@yg1996f	@yg1996f	323.146	326.198	А тебе пишут прям откровенно хейтерские комментарии какие-то грубые?
text@yg1996f	@yg1996f	330.668	334.459	Ну я не верю что тебя они прям вообще никак не задевают и ты такой только ой спасибо//
text@yg1996f	@yg1996f	363.893	364.22	Ну да 
text@yg1996f	@yg1996f	373.004	378.085	У тебя есть какой-то/ ааа контент план на ролики ты всегда знаешь о чем будет следующий выпуск?
words@ms1999m	@ms1999m	84.241	84.661	Ну
words@ms1999m	@ms1999m	84.661	85.081	почти
words@ms1999m	@ms1999m	85.081	85.199	Вот
words@ms1999m	@ms1999m	85.199	85.312	я
words@ms1999m	@ms1999m	85.312	85.412	бы
words@ms1999m	@ms1999m	85.412	85.561	еще
words@ms1999m	@ms1999m	85.561	85.833	чуть
words@ms1999m	@ms1999m	85.833	86.346	подписчиков
words@ms1999m	@ms1999m	86.346	86.571	набрал
words@ms1999m	@ms1999m	86.571	86.796	тогда
words@ms1999m	@ms1999m	86.796	87.021	был
words@ms1999m	@ms1999m	87.021	87.246	бы
words@ms1999m	@ms1999m	87.246	87.471	готов
words@ms1999m	@ms1999m	91.42	91.641	Ну
words@ms1999m	@ms1999m	91.641	91.783	на
words@ms1999m	@ms1999m	91.783	91.914	самом
words@ms1999m	@ms1999m	91.914	92.529	деле
words@ms1999m	@ms1999m	92.529	92.96	просто
words@ms1999m	@ms1999m	92.96	93.257	был
words@ms1999m	@ms1999m	93.257	93.622	какой-то
words@ms1999m	@ms1999m	93.622	93.987	порыв
words@ms1999m	@ms1999m	94.31	95.125	Сделать
words@ms1999m	@ms1999m	95.125	95.638	свою
words@ms1999m	@ms1999m	95.638	96.074	жизнь
words@ms1999m	@ms1999m	96.074	96.305	ну
words@ms1999m	@ms1999m	96.305	96.536	не
words@ms1999m	@ms1999m	96.536	96.767	совсем
words@ms1999m	@ms1999m	96.767	97.0	обычной
words@ms1999m	@ms1999m	97.013	97.131	Я
words@ms1999m	@ms1999m	97.131	97.401	думаю
words@ms1999m	@ms1999m	97.401	97.854	любой
words@ms1999m	@ms1999m	97.854	98.264	человек
words@ms1999m	@ms1999m	98.264	98.484	вот
words@ms1999m	@ms1999m	98.484	98.857	примерно
words@ms1999m	@ms1999m	98.857	99.076	когда
words@ms1999m	@ms1999m	99.076	99.39	ему
words@ms1999m	@ms1999m	99.39	99.678	становится
words@ms1999m	@ms1999m	99.678	99.857	лет
words@ms1999m	@ms1999m	99.857	100.663	четырнадцать
words@ms1999m	@ms1999m	100.663	100.923	он
words@ms1999m	@ms1999m	100.923	101.301	сталкивается
words@ms1999m	@ms1999m	101.301	101.421	с
words@ms1999m	@ms1999m	101.421	101.806	этими
words@ms1999m	@ms1999m	101.806	102.191	идеями
words@ms1999m	@ms1999m	102.191	102.484	что
words@ms1999m	@ms1999m	102.484	102.709	типа
words@ms1999m	@ms1999m	102.709	103.358	нахрен
words@ms1999m	@ms1999m	103.358	103.811	эти
words@ms1999m	@ms1999m	103.811	104.675	офисы
words@ms1999m	@ms1999m	104.675	104.982	Вы
words@ms1999m	@ms1999m	104.982	105.29	всё
words@ms1999m	@ms1999m	105.29	105.843	сделаете
words@ms1999m	@ms1999m	105.843	106.022	с
words@ms1999m	@ms1999m	106.022	106.393	помощью
words@ms1999m	@ms1999m	106.393	106.649	там
words@ms1999m	@ms1999m	106.649	106.951	панк
words@ms1999m	@ms1999m	106.951	107.253	рока
words@ms1999m	@ms1999m	107.253	107.636	или
words@ms1999m	@ms1999m	107.636	108.162	феминизма
words@ms1999m	@ms1999m	108.162	108.398	или
words@ms1999m	@ms1999m	108.398	108.695	любой
words@ms1999m	@ms1999m	108.695	108.811	там
words@ms1999m	@ms1999m	108.811	109.26	вот
words@ms1999m	@ms1999m	109.26	109.509	ааа
words@ms1999m	@ms1999m	109.509	109.877	повестки
words@ms1999m	@ms1999m	109.877	110.515	актуальной
words@ms1999m	@ms1999m	110.515	110.82	которая
words@ms1999m	@ms1999m	110.82	111.053	говорит
words@ms1999m	@ms1999m	111.053	111.205	ему
words@ms1999m	@ms1999m	111.205	111.427	что
words@ms1999m	@ms1999m	111.427	111.703	можно
words@ms1999m	@ms1999m	111.703	111.923	вот
words@ms1999m	@ms1999m	111.923	112.293	всю
words@ms1999m	@ms1999m	112.293	112.783	систему
words@ms1999m	@ms1999m	112.783	113.546	обмануть
words@ms1999m	@ms1999m	113.546	114.074	ааа
words@ms1999m	@ms1999m	114.074	114.427	иии
words@ms1999m	@ms1999m	114.427	114.688	всё
words@ms1999m	@ms1999m	114.688	115.049	суперски
words@ms1999m	@ms1999m	115.049	115.41	сделать
words@ms1999m	@ms1999m	115.457	115.515	В
words@ms1999m	@ms1999m	115.515	115.67	итоге
words@ms1999m	@ms1999m	115.67	115.879	я
words@ms1999m	@ms1999m	115.879	116.28	окрылённый
words@ms1999m	@ms1999m	116.28	116.435	вот
words@ms1999m	@ms1999m	116.435	116.782	этими
words@ms1999m	@ms1999m	116.782	117.652	идеями
words@ms1999m	@ms1999m	117.652	118.01	ааа
words@ms1999m	@ms1999m	118.01	118.24	грезил
words@ms1999m	@ms1999m	118.24	118.429	о
words@ms1999m	@ms1999m	118.429	118.696	том
words@ms1999m	@ms1999m	118.696	118.812	что
words@ms1999m	@ms1999m	118.812	118.997	я
words@ms1999m	@ms1999m	118.997	119.246	стану
words@ms1999m	@ms1999m	119.246	119.444	там
words@ms1999m	@ms1999m	119.444	119.601	то
words@ms1999m	@ms1999m	119.601	119.993	актёром
words@ms1999m	@ms1999m	119.993	120.189	то
words@ms1999m	@ms1999m	120.189	120.542	режиссёром
words@ms1999m	@ms1999m	120.542	120.714	то
words@ms1999m	@ms1999m	120.714	121.089	каким-то
words@ms1999m	@ms1999m	121.089	121.437	ещё
words@ms1999m	@ms1999m	121.437	121.785	автором
words@ms1999m	@ms1999m	122.068	122.3	Вот
words@ms1999m	@ms1999m	122.3	122.389	в
words@ms1999m	@ms1999m	122.389	122.598	итоге
words@ms1999m	@ms1999m	122.598	122.996	пришел
words@ms1999m	@ms1999m	122.996	123.137	к
words@ms1999m	@ms1999m	123.137	123.463	ютубу
words@ms1999m	@ms1999m	123.533	123.661	И
words@ms1999m	@ms1999m	123.661	123.706	к
words@ms1999m	@ms1999m	123.706	124.447	моменту
words@ms1999m	@ms1999m	124.447	124.7	как
words@ms1999m	@ms1999m	124.7	124.931	это
words@ms1999m	@ms1999m	124.931	125.031	всё
words@ms1999m	@ms1999m	125.031	125.27	в
words@ms1999m	@ms1999m	125.27	125.485	моей
words@ms1999m	@ms1999m	125.485	125.96	голове
words@ms1999m	@ms1999m	125.96	126.621	осело
words@ms1999m	@ms1999m	126.621	126.709	и
words@ms1999m	@ms1999m	126.709	127.068	стало
words@ms1999m	@ms1999m	127.068	127.308	такими
words@ms1999m	@ms1999m	127.308	127.659	совершенно
words@ms1999m	@ms1999m	127.659	128.122	другими
words@ms1999m	@ms1999m	128.122	128.586	мыслями
words@ms1999m	@ms1999m	128.99	129.375	ааа
words@ms1999m	@ms1999m	129.44	129.7	Про
words@ms1999m	@ms1999m	129.7	129.96	мою
words@ms1999m	@ms1999m	129.96	130.22	жизнь
words@ms1999m	@ms1999m	130.295	130.888	эээ
words@ms1999m	@ms1999m	130.979	131.216	То
words@ms1999m	@ms1999m	131.216	131.325	я
words@ms1999m	@ms1999m	131.325	131.562	уже
words@ms1999m	@ms1999m	131.562	132.02	оказался
words@ms1999m	@ms1999m	132.02	132.497	ютубером
words@ms1999m	@ms1999m	132.497	132.535	То
words@ms1999m	@ms1999m	132.535	132.669	есть
words@ms1999m	@ms1999m	132.669	132.747	я
words@ms1999m	@ms1999m	132.747	132.815	как
words@ms1999m	@ms1999m	132.815	133.647	будто
words@ms1999m	@ms1999m	133.647	133.87	просн...
words@ms1999m	@ms1999m	133.87	134.392	проснулся
words@ms1999m	@ms1999m	134.392	134.469	в
words@ms1999m	@ms1999m	134.469	134.725	этом
words@ms1999m	@ms1999m	134.725	134.982	теле
words@ms1999m	@ms1999m	134.982	135.105	но
words@ms1999m	@ms1999m	135.105	135.473	я
words@ms1999m	@ms1999m	135.473	135.562	до
words@ms1999m	@ms1999m	135.562	135.765	конца
words@ms1999m	@ms1999m	135.765	135.936	еще
words@ms1999m	@ms1999m	135.936	136.036	не
words@ms1999m	@ms1999m	136.036	136.32	совсем
words@ms1999m	@ms1999m	136.32	136.636	понимаю
words@ms1999m	@ms1999m	136.636	136.693	чё
words@ms1999m	@ms1999m	136.693	137.0	именно
words@ms1999m	@ms1999m	137.0	137.146	я
words@ms1999m	@ms1999m	137.146	137.446	делаю
words@ms1999m	@ms1999m	137.892	138.139	ааа
words@ms1999m	@ms1999m	138.255	138.836	Дети
words@ms1999m	@ms1999m	138.836	139.199	это
words@ms1999m	@ms1999m	139.199	139.444	как
words@ms1999m	@ms1999m	139.444	139.836	бы
words@ms1999m	@ms1999m	139.836	139.958	не
words@ms1999m	@ms1999m	139.958	140.738	совсем
words@ms1999m	@ms1999m	140.738	141.074	люди
words@ms1999m	@ms1999m	141.58	141.643	То
words@ms1999m	@ms1999m	141.643	142.084	есть
words@ms1999m	@ms1999m	142.084	142.34	до
words@ms1999m	@ms1999m	142.34	142.896	четырнадцати
words@ms1999m	@ms1999m	142.896	143.23	лет
words@ms1999m	@ms1999m	143.489	143.604	У
words@ms1999m	@ms1999m	143.604	144.244	вас
words@ms1999m	@ms1999m	144.244	144.745	прав
words@ms1999m	@ms1999m	144.745	145.034	ааа
words@ms1999m	@ms1999m	145.034	145.223	и
words@ms1999m	@ms1999m	145.223	145.658	свобод
words@ms1999m	@ms1999m	145.658	146.012	примерно
words@ms1999m	@ms1999m	146.012	146.301	столько
words@ms1999m	@ms1999m	146.301	146.555	же
words@ms1999m	@ms1999m	146.555	146.81	сколько
words@ms1999m	@ms1999m	146.81	146.962	у
words@ms1999m	@ms1999m	146.962	147.32	домашнего
words@ms1999m	@ms1999m	147.32	147.845	животного
words@ms1999m	@ms1999m	147.991	148.335	Еще
words@ms1999m	@ms1999m	148.335	148.485	в
words@ms1999m	@ms1999m	148.485	148.774	совсем
words@ms1999m	@ms1999m	148.774	149.191	раннем
words@ms1999m	@ms1999m	149.191	149.745	детстве
words@ms1999m	@ms1999m	149.745	149.869	я
words@ms1999m	@ms1999m	149.869	150.224	даже
words@ms1999m	@ms1999m	150.224	150.485	делал
words@ms1999m	@ms1999m	150.485	150.963	видосы
words@ms1999m	@ms1999m	150.963	151.449	для
words@ms1999m	@ms1999m	151.449	152.311	презентаций
words@ms1999m	@ms1999m	152.311	152.378	по
words@ms1999m	@ms1999m	152.378	153.134	экономике
words@ms1999m	@ms1999m	153.134	153.413	классе
words@ms1999m	@ms1999m	153.413	153.519	в
words@ms1999m	@ms1999m	153.519	154.096	шестом
words@ms1999m	@ms1999m	154.096	154.333	вот
words@ms1999m	@ms1999m	154.333	154.533	если
words@ms1999m	@ms1999m	154.533	154.635	это
words@ms1999m	@ms1999m	154.635	154.85	можно
words@ms1999m	@ms1999m	154.85	155.17	считать
words@ms1999m	@ms1999m	155.17	155.543	первыми
words@ms1999m	@ms1999m	155.543	155.916	видосами
words@ms1999m	@ms1999m	156.155	156.22	Ну
words@ms1999m	@ms1999m	156.22	156.32	мне
words@ms1999m	@ms1999m	156.32	156.39	в
words@ms1999m	@ms1999m	156.39	156.599	принципе
words@ms1999m	@ms1999m	156.599	156.936	нравился
words@ms1999m	@ms1999m	156.936	157.521	видеомонтаж
words@ms1999m	@ms1999m	157.521	157.884	яя
words@ms1999m	@ms1999m	157.884	158.185	постоянно
words@ms1999m	@ms1999m	158.185	158.354	всякую
words@ms1999m	@ms1999m	158.354	158.698	фигню
words@ms1999m	@ms1999m	158.698	159.043	сводил
words@ms1999m	@ms1999m	159.492	159.896	Вот
words@ms1999m	@ms1999m	159.989	160.718	Ноо
words@ms1999m	@ms1999m	160.718	161.117	эээ
words@ms1999m	@ms1999m	161.117	161.435	именно
words@ms1999m	@ms1999m	161.435	161.963	каким-то
words@ms1999m	@ms1999m	161.963	162.28	первым
words@ms1999m	@ms1999m	162.28	162.597	этот
words@ms1999m	@ms1999m	162.597	162.896	ролик
words@ms1999m	@ms1999m	162.896	163.33	уже
words@ms1999m	@ms1999m	163.33	163.764	давно
words@ms1999m	@ms1999m	163.764	164.199	скрыт
words@ms1999m	@ms1999m	164.257	164.752	Можно
words@ms1999m	@ms1999m	164.752	165.37	считать
words@ms1999m	@ms1999m	165.37	165.717	ролик
words@ms1999m	@ms1999m	165.717	165.907	который
words@ms1999m	@ms1999m	165.907	166.031	мы
words@ms1999m	@ms1999m	166.031	166.262	сняли
words@ms1999m	@ms1999m	166.262	166.399	с
words@ms1999m	@ms1999m	166.399	166.651	моим
words@ms1999m	@ms1999m	166.651	166.903	другом
words@ms1999m	@ms1999m	166.903	167.483	оператором
words@ms1999m	@ms1999m	167.483	167.592	и
words@ms1999m	@ms1999m	167.592	167.861	потом
words@ms1999m	@ms1999m	167.861	168.34	перестали
words@ms1999m	@ms1999m	168.34	168.557	снимать
words@ms1999m	@ms1999m	168.557	168.774	на
words@ms1999m	@ms1999m	168.774	168.991	несколько
words@ms1999m	@ms1999m	168.991	169.209	лет
words@ms1999m	@ms1999m	169.383	169.531	А
words@ms1999m	@ms1999m	169.531	169.939	потом
words@ms1999m	@ms1999m	169.939	170.077	был
words@ms1999m	@ms1999m	170.077	170.385	самый
words@ms1999m	@ms1999m	170.385	170.692	первый
words@ms1999m	@ms1999m	170.692	170.793	это
words@ms1999m	@ms1999m	170.793	171.027	ролик
words@ms1999m	@ms1999m	171.027	171.156	про
words@ms1999m	@ms1999m	171.156	171.342	фильм
words@ms1999m	@ms1999m	171.342	171.951	защитники
words@ms1999m	@ms1999m	172.247	172.974	Приввет
words@ms1999m	@ms1999m	172.974	173.189	меня
words@ms1999m	@ms1999m	173.189	173.39	зовут
words@ms1999m	@ms1999m	173.39	173.783	Миша
words@ms1999m	@ms1999m	173.886	174.137	И
words@ms1999m	@ms1999m	174.137	174.316	перед
words@ms1999m	@ms1999m	174.316	174.619	началом
words@ms1999m	@ms1999m	174.619	175.157	ролика
words@ms1999m	@ms1999m	175.157	175.696	зацените
words@ms1999m	@ms1999m	176.262	176.577	Фон
words@ms1999m	@ms1999m	176.577	177.173	уже
words@ms1999m	@ms1999m	177.173	177.239	не
words@ms1999m	@ms1999m	177.239	177.394	такой
words@ms1999m	@ms1999m	177.394	177.841	говнястый
words@ms1999m	@ms1999m	179.905	180.113	Этот
words@ms1999m	@ms1999m	180.113	180.337	ролик
words@ms1999m	@ms1999m	180.337	180.561	был
words@ms1999m	@ms1999m	180.561	180.731	про
words@ms1999m	@ms1999m	180.731	180.975	то
words@ms1999m	@ms1999m	180.975	181.108	что
words@ms1999m	@ms1999m	181.108	181.244	я
words@ms1999m	@ms1999m	181.244	181.833	верил
words@ms1999m	@ms1999m	181.833	181.963	что
words@ms1999m	@ms1999m	181.963	182.126	это
words@ms1999m	@ms1999m	182.126	182.42	может
words@ms1999m	@ms1999m	182.42	182.605	быть
words@ms1999m	@ms1999m	182.605	182.889	хороший
words@ms1999m	@ms1999m	182.889	183.305	фильм
words@ms1999m	@ms1999m	183.899	184.141	Сейчас
words@ms1999m	@ms1999m	184.141	184.261	этот
words@ms1999m	@ms1999m	184.261	184.535	ролик
words@ms1999m	@ms1999m	184.535	184.81	закрыт
words@ms1999m	@ms1999m	185.683	186.099	Потому
words@ms1999m	@ms1999m	186.099	186.395	что
words@ms1999m	@ms1999m	186.395	186.931	э
words@ms1999m	@ms1999m	186.931	187.035	да
words@ms1999m	@ms1999m	187.035	187.373	это
words@ms1999m	@ms1999m	187.373	187.711	почти
words@ms1999m	@ms1999m	187.711	188.418	компромат
words@ms1999m	@ms1999m	188.418	188.615	на
words@ms1999m	@ms1999m	188.615	188.85	самом
words@ms1999m	@ms1999m	188.85	189.067	деле
words@ms1999m	@ms1999m	190.841	190.992	Э
words@ms1999m	@ms1999m	190.992	191.097	с
words@ms1999m	@ms1999m	191.097	191.794	трудом
words@ms1999m	@ms1999m	191.794	191.967	и
words@ms1999m	@ms1999m	191.967	192.589	болью
words@ms1999m	@ms1999m	192.629	192.937	ааа
words@ms1999m	@ms1999m	193.017	193.184	При
words@ms1999m	@ms1999m	193.184	193.451	этом
words@ms1999m	@ms1999m	193.451	193.506	у
words@ms1999m	@ms1999m	193.506	193.704	меня
words@ms1999m	@ms1999m	193.704	194.063	есть
words@ms1999m	@ms1999m	194.063	194.58	болезнь
words@ms1999m	@ms1999m	194.589	194.644	У
words@ms1999m	@ms1999m	194.644	194.796	меня
words@ms1999m	@ms1999m	194.796	195.126	никогда
words@ms1999m	@ms1999m	195.126	195.627	мои
words@ms1999m	@ms1999m	195.627	195.908	хорошие
words@ms1999m	@ms1999m	195.908	196.195	цифры
words@ms1999m	@ms1999m	196.195	196.433	на
words@ms1999m	@ms1999m	196.433	197.115	канале
words@ms1999m	@ms1999m	197.115	197.184	не
words@ms1999m	@ms1999m	197.184	197.577	совпадают
words@ms1999m	@ms1999m	197.577	197.652	с
words@ms1999m	@ms1999m	197.652	197.967	какими-то
words@ms1999m	@ms1999m	197.967	198.204	другими
words@ms1999m	@ms1999m	198.204	198.441	датами
words@ms1999m	@ms1999m	203.873	204.091	Ну
words@ms1999m	@ms1999m	204.091	204.31	на
words@ms1999m	@ms1999m	204.31	204.506	самом
words@ms1999m	@ms1999m	204.506	204.737	деле
words@ms1999m	@ms1999m	204.737	205.032	самая
words@ms1999m	@ms1999m	205.032	205.41	страшная
words@ms1999m	@ms1999m	205.41	205.808	история
words@ms1999m	@ms1999m	205.808	206.131	здесь
words@ms1999m	@ms1999m	206.131	206.275	что
words@ms1999m	@ms1999m	206.275	206.593	каким
words@ms1999m	@ms1999m	206.593	206.757	бы
words@ms1999m	@ms1999m	206.757	206.964	ты
words@ms1999m	@ms1999m	206.964	207.673	самокритичным
words@ms1999m	@ms1999m	207.673	208.004	не
words@ms1999m	@ms1999m	208.004	208.207	был
words@ms1999m	@ms1999m	208.207	208.689	когда
words@ms1999m	@ms1999m	208.689	209.008	они
words@ms1999m	@ms1999m	209.008	209.247	вот
words@ms1999m	@ms1999m	209.247	209.717	сидят
words@ms1999m	@ms1999m	209.717	209.812	и
words@ms1999m	@ms1999m	209.812	209.976	не
words@ms1999m	@ms1999m	209.976	210.446	понимают
words@ms1999m	@ms1999m	210.446	210.856	почему
words@ms1999m	@ms1999m	210.856	211.028	ко
words@ms1999m	@ms1999m	211.028	211.219	мне
words@ms1999m	@ms1999m	211.219	211.378	не
words@ms1999m	@ms1999m	211.378	211.565	идут
words@ms1999m	@ms1999m	211.565	211.905	люди
